,Title,BodyPart,Equipment,Level,url
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=oHxq-dcVPBM
2360,Holman Right Lunge Hop to Chest Press,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=Gruq177Psnk
2361,Holman Left Lunge Hop to Overhead Press,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=FZ2GF1PG9Xk
2362,Holman 180 Jump Hop Forward Hop Back,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=kqtAIlTX6vs
2363,Holman Right Split Squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=sdXeXR4rIb8
2364,Holman Left Split Squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=iqAH5x0VsI4
2365,Holman Double Squat Pulse to 180 Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=cgvJUC14u-c
2366,Holman Towel Left Side Squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=JRfYq_9skgo
2367,Holman Alternating Lunge Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=1KGoFKarfiY
2368,Holman Lunge Jump to Squat Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=IlVleQhEANA
2369,Holman Burpee with Belly Touch,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=VqTWaJVu_z8
2370,Bootstrapper squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=XKIYBtBsSY8
2371,Total Fitness Broad Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=E9jz5ax037c
2372,Total Fitness Lateral Lunge,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=Nndqy_MlwGw
2373,Lateral shuffle,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=iBmvPEWt5og
2374,Total Fitness Skip,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=nn5knkN9qHY
2375,Total Fitness Spider Lunge,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=CHLQ34CpMFo
2376,Spider lunge stretch,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=1hhb1sb67Eg
2377,Spider lunge with T-rotation,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=qCDFp8cPrqw
2378,Standing quad stretch,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=zFpq_j453hQ
2379,Vertical jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=Wzwf0eDAMCE
2380,King Maker Burpee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=d1Cn8dMIdMk
2381,King Maker Explosive High Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=zW87tVnDKIU
2382,Muscle Beach Skip,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=YV8X1tUP63o
2383,Muscle Beach Broad Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=n0UeHxglMJ4
2384,Muscle Beach Sprint,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=uyM6Wyg0xPg
2385,Muscle Beach Front Kick,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=f1jOkoCyu08
2386,Muscle Beach Side Kick,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=B2FvDgErZUM
2387,Muscle Beach Spin Kick,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=B2FvDgErZUM
2388,Muscle Beach Freestyle Kick,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=UDRHDArMXQY
2389,MetaBurn Alternating Curtsy Lunge To Squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=CV1v0KN2bOc
2390,MetaBurn Alternating Curtsy Lunge With High Knee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=FO-DFE4u67I
2391,MetaBurn Alternating Diagonal Sprawl,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=EwgEuBxQPA8
2392,MetaBurn Alternating Lateral Sprawl,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=SgEG-F0bAv8
2393,MetaBurn Curtsy Lunge,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=LNftuGcxVhY
2394,MetaBurn Frogger,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=XbkiZe4tbPo
2395,MetaBurn High Knee Rotation,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=Ys1yoA3lIaI
2396,MetaBurn Side-To-Side Lunge,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=uI3pPoCwprY
2397,MetaBurn Star Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=lTbQQmpMZv4
2398,MetaBurn Tuck Jump With Knee Slap,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=s5Aw5AOEd5o
2399,MetaBurn Lateral Bounding Hop,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=okCFV6vtSsA
2400,MetaBurn Double Lunge,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=S49-7oKwQFY
2401,Robertson Sprinter Step-Up,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=Gw1XNNZgJx8
2402,FYR2 Front Kick-Through,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=himBvHso1sE
2403,Lunge high-knee clap,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=xxU2KYoY7hs
2404,FYR2 Plyo Split Squat,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=UXqMC9dABc4
2405,FYR2 Reverse Burpee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=X8zhXaoN9s0
2406,FYR2 Reverse Burpee to Regular Burpee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=X8zhXaoN9s0
2407,FYR2 Reverse Burpee Tuck Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=vXTwP8LN2cs
2408,FYR2 Sprawlee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=TKuoxTHZj9s
2409,FYR2 Squat Hold,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=cB7S76A29hw
2410,FYR2 Squat Jump,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=1fKeyGeWChA
2411,FYR2 Squat Pulse,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=jyReW9okGMs
2412,Sprinter burpee,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=avXx_UffRMk
2413,Shuttle run training,Quadriceps,Body Only,Intermediate,https://www.youtube.com/watch?v=a0rfG-5mbz8
2414,Medicine ball ninja,Quadriceps,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=fkI8ZhExqw4
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,Quadriceps,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=ZWlazsWFi6c
2416,Medicine ball cowboy squat,Quadriceps,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=usIK5Neayu8
2417,Medicine ball jumping jill,Quadriceps,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=hdNSNu18RMA
2418,Alternate Leg Diagonal Bound,Quadriceps,None,Beginner,https://www.youtube.com/watch?v=p3x_hrbay8o
2419,Sit Squats,Quadriceps,None,Beginner,https://www.youtube.com/watch?v=zJV92j_Gtuo
2420,Frog Hops,Quadriceps,None,Beginner,https://www.youtube.com/watch?v=_FCb6drXqr0
2421,Dumbbell lateral hop to sprint,Quadriceps,None,Intermediate,https://www.youtube.com/watch?v=WCSr1qhfiW0
2422,Smith machine lunge sprint,Quadriceps,None,Intermediate,https://www.youtube.com/watch?v=-cOY6jnccbs
2423,Sissy squat,Quadriceps,None,Intermediate,https://www.youtube.com/watch?v=JGD_aMeKBJY
2424,Wall ball toss,Quadriceps,Exercise Ball,Intermediate,https://www.youtube.com/watch?v=3-C2mNQU8Is
2425,Bosu Ball Squat,Quadriceps,Exercise Ball,Beginner,https://www.youtube.com/watch?v=OVIFNxCp56c
2426,Exercise ball Bulgarian split squat,Quadriceps,Exercise Ball,Intermediate,https://www.youtube.com/watch?v=R17K_AbE08s
2427,Internal Rotation with Band,Shoulders,Bands,Beginner,https://www.youtube.com/watch?v=d7J_CffqpEo
2428,Band Pull Apart,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=osRimvxXlKQ
2429,Back Flyes - With Bands,Shoulders,Bands,Beginner,https://www.youtube.com/watch?v=cyihFNmsq-A
2430,Lateral Raise - With Bands,Shoulders,Bands,Beginner,https://www.youtube.com/watch?v=0D8LZnBZwCs
2431,Shoulder Press - With Bands,Shoulders,Bands,Beginner,https://www.youtube.com/watch?v=DWw4e2o9gto
2432,External Rotation with Band,Shoulders,Bands,Beginner,https://www.youtube.com/watch?v=_UvmPNGtlPM
2433,FYR Band Pull-Apart,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=stwYTTPXubo
2434,HM Lateral Raise,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=3VcKaXpzqRo
2435,Rusin Banded Over-And-Back,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=ouBxGHG-v5g
2436,Rusin Banded Face Pull,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=wLAgZLXDir0
2437,UP Band Pull-Apart,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=osRimvxXlKQ
2438,Jordan Shallow Band-Resisted Thread the Needle,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=lETiXxAATAk
2439,30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=tQ40C0WD6OY
2440,Band shoulder press,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=DWw4e2o9gto
2441,Band lateral raise,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=0D8LZnBZwCs
2442,Band upright row,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=xjoTvCo35Wc
2443,Staggered-stance band shoulder press,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=F6ZzavKgz3A
2444,Single-arm banded landmine press,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=u1a-yFjRU5g
2445,Band front raise rear fly row combo,Shoulders,Bands,Intermediate,https://www.youtube.com/watch?v=8TS775tZvKQ
2446,Jordan Shallow Foam Roller Thoracic Extension,Shoulders,Foam Roll,Intermediate,https://www.youtube.com/watch?v=qCrYe698zJU
2447,Jordan Shallow Thread the Needle (with Foam Roller),Shoulders,Foam Roll,Intermediate,https://www.youtube.com/watch?v=_3YN8enFCwg
2448,Clean and press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=9lSjbxkjCqU
2449,Clean and jerk,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=9HyWjAk7fhY
2450,Military press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=2yjwXTZQDDI
2451,Seated barbell shoulder press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=oBGeXxnigsQ
2452,Snatch-Grip Behind-The-Neck Overhead Press,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=VA-Z3aFrnEA
2453,Standing Bradford press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=7aCSp9GtQDw
2454,Barbell Shoulder Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=_RlRDWO2jfg
2455,Barbell rear delt bent-over row,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=gvBbvB9NKrk
2456,Barbell upright row,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=GWCNfJCjvvY
2457,Bradford/Rocky Presses,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=DHlsHmlCVi8
2458,Lying rear delt fly,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=1pzq02DD5Fo
2459,Machine Shoulder (Military) Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=3R14MnZbcpw
2460,Standing Barbell Press Behind Neck,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=VA-Z3aFrnEA
2461,Barbell front raise,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=sxeY7kMYhLc
2462,Overhead bar front raise,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=sxeY7kMYhLc
2463,Incline barbell shoulder protraction,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=RKvmnG0djXM
2464,Behind-the-head push-press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=O_bfezrhgH4
2465,Rack Delivery,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=Rh35hT2c7uM
2466,Smith Incline Shoulder Raise,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=UNidxAxHuwQ
2467,Tall Muscle Snatch,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=ai8KY7fPC6U
2468,Axle Clean And Press,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=xMaC5_XdYUw
2469,Jerk Balance,Shoulders,Barbell,Beginner,https://www.youtube.com/watch?v=2qssL6t0ntM
2470,Seated EZ-bar shrug,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=VcOsXBPSOj4
2471,Paul Carter Barbell Seated Military Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=g83mWGS0Zl4
2472,TBS Barbell Military Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=sBt6610fUiE
2473,Incline Front Barbell Raise - Gethin Variation,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=-DzV1fQt3Rs
2474,Barbell Front Raise - Gethin Variation,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=_ikCPws1mbE
2475,Single-arm barbell lateral raise,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=Ba-HmYol59U
2476,AM Upright Row,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=GWCNfJCjvvY
2477,AM Barbell Shoulder Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=5a312jq3ZU8
2478,Standing barbell shoulder press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=2yjwXTZQDDI
2479,King Maker Barbell Thruster,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=Zvt5-mugUco
2480,Single-arm incline cable cross-over,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=pU2P9gCIyRM
2481,Barbell bear complex,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=NvE63HqxFqQ
2482,30 Shoulders Barbell Shrug,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=9xGqgGFAtiM
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=DiNYcgchguo
2484,30 Shoulders Seated Dumbbell Shoulder Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=rO_iEImwHyo
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=EUK-YECapp8
2486,30 Shoulders Standing Barbell Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=_RlRDWO2jfg
2487,FYR2 Wide Overhead Press,Shoulders,Barbell,Intermediate,https://www.youtube.com/watch?v=_RlRDWO2jfg
2488,Single-arm kettlebell push-press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=Ln9xtKNuSFY
2489,Two-Arm Kettlebell Military Press,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=2SXDYWIFOho
2490,Alternating Kettlebell Press,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=Tr31MZxZ5o0
2491,Single-arm kettlebell snatch,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=6l2Iu26oWW8
2492,Single-arm kettlebell clean and jerk,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=DGql83eyHRE
2493,Kettlebell pirate ship,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WI5jpr2_FXI
2494,Two-Arm Kettlebell Clean,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=MgX--nTVANM
2495,Double Kettlebell Push Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WwluL1MF0jA
2496,Kettlebell Seated Press,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=xbOdGBjeKCc
2497,Double Kettlebell Jerk,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=8o57QuLWkkk
2498,Kettlebell Arnold Press,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=L36mHHEUpds
2499,Double-kettlebell windmill,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=E6gpvI1pFnY
2500,One-Arm Kettlebell Split Snatch,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=AMu5WiklIgA
2501,One-Arm Kettlebell Para Press,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=qia9TBP4TH0
2502,One-Arm Kettlebell Split Jerk,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=c_o_TQ8vM1o
2503,One-Arm Kettlebell Military Press To The Side,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=IlMFcqpg1T8
2504,One-Arm Kettlebell Jerk,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=DGql83eyHRE
2505,Double Kettlebell Snatch,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=tXBqqW-qswQ
2506,Two-Arm Kettlebell Jerk,Shoulders,Kettlebells,Beginner,https://www.youtube.com/watch?v=Xk2N_cFXgtE
2507,FYR Kettlebell Power Clean,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=bcKqq3NfNi4
2508,Kettlebell upright row,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=DIm1jhMgYMI
2509,Kettlebell upright row and press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=DIm1jhMgYMI
2510,Single-arm kettlebell thruster,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=ZvwloquB53I
2511,Double-kettlebell shoulder press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=2SXDYWIFOho
2512,Double-kettlebell push-press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WwluL1MF0jA
2513,HM Kettlebell Windmill,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=q8K_Wg8OuV4
2514,HM Kettlebell Z-Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=iDLwdQJreYQ
2515,Taylor Half-Kneeling Kettlebell Halo,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=sjRMcMk1wCg
2516,Taylor Towel Kettlebell Farmer's Walk,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=stjflxuFf9k
2517,FYR2 Double-Kettlebell Alternating Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=y4MFTparTmE
2518,FYR2 Double-Kettlebell Thruster,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=y0QfDZvoJcQ
2519,FYR2 Half-Kneeling Kettlebell Clean,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=-7l8nhRXy6s
2520,FYR2 Kettlebell Clean and Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=ckjR4jYtuYc
2521,FYR2 Kettlebell High Pull to Overhead Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=wUNZAnwLHpM
2522,FYR2 Kettlebell Swing Clean and Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=H2PD7uvYciM
2523,FYR2 Single-Arm Kettlebell Press,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=XHkI03S6Pls
2524,FYR2 Ascending-Rep High-Pull-Press Complex,Shoulders,Kettlebells,Intermediate,https://www.youtube.com/watch?v=KnafbIXVr2Q
2525,Dumbbell front raise to lateral raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=SqTLytmDy_8
2526,Single-arm palm-in dumbbell shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=_OYXclm_V40
2527,Standing palms-in shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6cZm9Hyx1GI
2528,Seated Dumbbell Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=qEwKCR5JCog
2529,Standing dumbbell shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OOe_HrNnQWw
2530,Single-arm lateral raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=GuD7Va4GiKQ
2531,Power Partials,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=YhLCcz8CbaY
2532,Incline dumbbell reverse fly,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=51YM340QE9M
2533,Overhead dumbbell front raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-t7fuZ0KhDA
2534,Seated dumbbell shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=qEwKCR5JCog
2535,Alternating standing shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6DV2exMHMqc
2536,Single-arm incline rear delt raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6I6AlMABLL8
2537,Alternating dumbbell front raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-t7fuZ0KhDA
2538,Alternating Deltoid Raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=zg8BvNfsVek
2539,Single-dumbbell front raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-t7fuZ0KhDA
2540,Arnold press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6Z15_WdXmVw
2541,Single-arm standing shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=4INnuqPeyIQ
2542,Dumbbell front raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-t7fuZ0KhDA
2543,Bent-over dumbbell rear delt row,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=2S9juCSwxWw
2544,Incline dumbbell front raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=T76xu0XjYTk
2545,Side Lateral Raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=q5sNYB1Q6aM
2546,Dumbbell external shoulder rotation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=7hfjcXtXi0w
2547,Single-arm incline lateral raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=v7WRsQDjsEc
2548,Seated rear delt fly,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=EA7u4Q_8HQ0
2549,Dumbbell Raise,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=-t7fuZ0KhDA
2550,Seated Side Lateral Raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=3zohLHTjFH0
2551,Dumbbell Lying Rear Lateral Raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=sLdyqpyMzLk
2552,Head-on-bench dumbbell rear delt raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=AVe_UxOrdaY
2553,Cuban press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=67ewzBXws7M
2554,Reverse Flyes With External Rotation,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=_dk6PoEqiC8
2555,Single-arm side lying rear fly,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=CPurMCDhR48
2556,Single-arm dumbbell upright row,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=VtCGdQti7c0
2557,Dumbbell Scaption,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=N3P7rp7bCYc
2558,See-Saw Press (Alternating Side Press),Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=KirF6BBz2Qc
2559,Dumbbell Incline Shoulder Raise,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=qHorCK6nESQ
2560,Single-arm half-kneeling shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=prtLoXM3Oik
2561,Dumbbell Clean And Jerk,Shoulders,Dumbbell,Beginner,https://www.youtube.com/watch?v=Z3zgdpt_LdI
2562,Dumbbell shoulder press with body rotation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=MywS8k5oVQA
2563,Dumbbell Fix Dumbbell Military Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-lhl9XGo2HE
2564,Dumbbell Fix Standing Dumbbell Arnold Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=3ml7BH7mNwQ
2565,Dumbbell Fix Dumbbell Single-Arm Snatch,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=f3s7oAavsAc
2566,Paul Carter Rear-Delt Fly,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=FqfYvaRgKyM
2567,FYR Dumbbell Shoulder Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=qEwKCR5JCog
2568,FYR Single-Arm Dumbbell Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=0Ckp4XpWGIc
2569,FYR Dumbbell Tempo L-Raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6m7JO28RqZg
2570,Dumbbell seesaw shoulder press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=BNVZDnNWZ8A
2571,FYR Dumbbell front raise to lateral raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=SqTLytmDy_8
2572,FYR Dumbbell Arnold Press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=3ml7BH7mNwQ
2573,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=B6qv1cTDZjI
2574,FYR Dumbbell Thruster,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=u3wKkZjE8QM
2575,Dumbbell hang snatch,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=BxoGj6GM_LU
2576,Surfer sprawl,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=sUshE-SztSQ
2577,Dumbbell clean and press,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=sZ4XMWn8bAU
2578,Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=UVEf6RTlaxk
2579,Incline Front Dumbbell Raise - Gethin Variation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=-DzV1fQt3Rs
2580,Dumbbell lateral raise,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=WJm9zA2NY8E
2581,Incline Rear-Delt Fly - Gethin Variation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=UnqgVaOg6BU
2582,Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,Dumbbell,Intermediate,https://www.youtube.com/watch?v=diMixJauxH0
